Match_ID,Round,Date,LogoHome,LogoAway,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,EGHT,EGAT,BPHT,BPAT,GAHT,GAAT,SoGHT,SoGAT,FKHT,FKAT,CKHT,CKAT,OHT,OAT,THT,TAT,GSHT,GSAT,FHT,FAT,RCHT,RCAT,YCHT,YCAT,TPHT,TPAT,AHT,AAT,DAHT,DAAT,CCHT,CCAT
vNVJOfR6,ROUND 16,09.12.2023,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Brighton,Burnley,1,1,0,1,0.52,0.21,67,33,10,4,7,2,3,3,2,1,2,0,7,13,1,3,1,3,-,-,0,1,352,173,58,29,26,19,1,6
YPlstdds,ROUND 16,09.12.2023,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Manchester Utd,Bournemouth,0,3,0,1,0.45,0.54,73,27,8,7,6,5,7,4,3,2,0,1,10,9,1,2,4,6,-,-,1,1,367,135,76,37,46,17,5,17
p0houGBm,ROUND 16,09.12.2023,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Sheffield Utd,Brentford,1,0,1,0,0.13,0.27,41,59,4,4,3,3,10,6,1,2,0,0,8,8,1,0,7,10,-,-,1,1,193,275,59,57,18,24,17,5
IDjgwft0,ROUND 16,09.12.2023,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Wolves,Nottingham,1,1,1,1,0.75,0.22,73,27,5,3,3,1,4,2,3,0,1,0,4,11,1,1,1,4,-,-,0,1,389,145,81,38,28,19,5,17
MoLONEtD,ROUND 16,09.12.2023,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Crystal Palace,Liverpool,1,2,0,0,0.44,0.25,23,77,1,6,0,6,12,7,2,3,0,4,15,5,0,1,7,8,-,-,1,0,98,350,36,74,22,28,16,11
AoQrXIJQ,ROUND 15,07.12.2023,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Tottenham,West Ham,1,2,1,0,0.97,0.20,76,24,13,4,7,3,6,8,4,1,1,3,6,8,1,5,7,3,-,-,-,-,444,129,80,26,59,8,8,10
MPqlByc7,ROUND 15,07.12.2023,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Everton,Newcastle,3,0,0,0,1.93,0.49,36,64,13,5,11,3,6,11,1,0,0,1,12,1,2,2,11,5,-,-,1,0,151,286,42,49,29,10,6,18
EattDcSf,ROUND 15,06.12.2023,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Aston Villa,Manchester City,1,0,0,0,1.11,0.86,49,51,12,2,8,0,9,4,3,0,0,2,8,8,2,4,4,7,-,-,0,1,227,236,52,38,17,13,2,13
WdSBQGdf,ROUND 15,06.12.2023,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Manchester Utd,Chelsea,2,1,1,1,2.91,0.40,48,52,18,5,11,2,6,10,6,0,2,0,6,6,2,6,8,6,-,-,2,0,231,246,58,35,25,10,1,3
hjupCHs1,ROUND 15,06.12.2023,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Brighton,Brentford,2,1,1,1,0.63,0.77,62,38,8,2,5,1,5,7,4,1,0,2,9,15,0,2,6,2,-,-,2,0,271,170,73,31,39,18,3,10
h6T7Rdsl,ROUND 15,06.12.2023,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Crystal Palace,Bournemouth,0,2,0,1,0.53,1.19,53,47,7,8,4,5,8,8,2,6,0,0,10,9,2,3,7,8,-,-,1,0,209,166,51,43,13,32,11,7
0GrhAeCD,ROUND 15,06.12.2023,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Fulham,Nottingham,5,0,2,0,1.31,0.09,62,38,8,2,5,2,7,5,2,1,1,3,13,5,0,1,4,4,-,-,-,-,339,208,62,56,22,22,7,8
GOQvYb4K,ROUND 15,06.12.2023,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Sheffield Utd,Liverpool,0,2,0,1,0.24,0.71,20,80,3,9,2,4,5,7,0,9,1,1,8,7,4,1,6,5,-,-,0,1,80,309,33,64,10,26,10,2
2LMzZvkE,ROUND 15,05.12.2023,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Luton,Arsenal,3,4,1,2,0.19,0.88,35,65,2,8,0,2,8,9,2,2,0,1,10,10,4,1,9,7,-,-,2,1,154,274,43,52,15,34,13,11
CfCASxSs,ROUND 15,05.12.2023,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Wolves,Burnley,1,0,1,0,0.36,0.75,58,42,3,8,1,5,6,5,2,3,1,0,10,11,3,1,4,6,-,-,0,1,302,214,50,60,8,25,8,6
xKn2KuzL,ROUND 14,03.12.2023,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Manchester City,Tottenham,3,3,2,1,1.69,0.24,62,38,12,2,10,1,3,9,6,4,2,0,5,7,0,0,7,3,-,-,1,1,351,204,69,21,48,14,6,19
hWCb0Krk,ROUND 14,03.12.2023,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Bournemouth,Aston Villa,2,2,1,1,1.03,0.61,44,56,9,8,5,6,8,13,4,3,0,1,11,12,1,3,13,7,-,-,3,2,152,188,53,47,24,18,8,13
thggM158,ROUND 14,03.12.2023,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Chelsea,Brighton,3,2,2,1,1.00,0.10,43,57,5,4,2,3,8,11,5,1,1,2,9,9,0,1,10,6,1,0,2,1,205,280,38,53,20,13,8,7
KrhcLLKE,ROUND 14,03.12.2023,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Liverpool,Fulham,4,3,2,2,0.49,1.02,65,35,9,6,5,3,5,6,1,4,4,1,4,12,1,2,2,4,-,-,-,-,319,162,60,35,35,18,5,15
WziyEwDl,ROUND 14,03.12.2023,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,West Ham,Crystal Palace,1,1,1,0,0.34,0.26,49,51,4,5,2,5,5,9,1,1,0,0,5,12,0,1,9,5,-,-,1,0,273,277,62,70,12,20,4,3
GAo6JakR,ROUND 14,02.12.2023,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Newcastle,Manchester Utd,1,0,0,0,1.44,0.10,60,40,14,2,12,1,1,2,4,0,0,0,8,7,1,2,2,1,-,-,-,-,298,195,73,39,50,21,2,14
YkYXEJcr,ROUND 14,02.12.2023,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Nottingham,Everton,0,1,0,0,0.16,0.38,62,38,3,6,3,4,9,7,1,1,1,1,11,8,2,0,6,8,-,-,-,-,299,177,53,53,33,37,23,17
WMB2avbe,ROUND 14,02.12.2023,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Arsenal,Wolves,2,1,2,0,1.63,0.33,60,40,12,2,8,2,3,7,2,0,2,0,10,10,0,2,5,3,-,-,-,-,316,212,70,30,47,14,0,7
Eo17bbD1,ROUND 14,02.12.2023,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Brentford,Luton,3,1,0,0,0.68,0.00,77,23,11,0,9,0,3,5,3,1,0,0,8,10,0,2,5,3,-,-,0,1,373,110,93,23,43,5,5,21
Sl5BcIS7,ROUND 14,02.12.2023,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Burnley,Sheffield Utd,5,0,2,0,0.52,0.15,53,47,6,3,4,2,6,5,4,0,1,0,4,4,1,0,5,6,0,1,1,4,251,229,63,45,22,7,5,8
x0jTpuq2,ROUND 13,27.11.2023,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Fulham,Wolves,3,2,1,1,1.03,0.27,56,44,6,2,4,1,3,8,3,1,0,0,11,5,0,1,8,3,-,-,1,1,303,238,57,33,24,10,7,9
